motif_id,peak
M01208,chr16:24850224-24854968
M01231,chr16:24850224-24854968
M01262,chr16:24850224-24854968
M01348,chr16:24850224-24854968
M01596,chr16:24850224-24854968
M01657,chr16:24850224-24854968
M01658,chr16:24850224-24854968
M01704,chr16:24850224-24854968
M01752,chr16:24850224-24854968
M01809,chr16:24850224-24854968
M01856,chr16:24850224-24854968
M01871,chr16:24850224-24854968
M01892,chr16:24850224-24854968
M01985,chr16:24850224-24854968
M02002,chr16:24850224-24854968
M02019,chr16:24850224-24854968
M02038,chr16:24850224-24854968
M02062,chr16:24850224-24854968
M02073,chr16:24850224-24854968
M02084,chr16:24850224-24854968
M02267,chr16:24850224-24854968
M02371,chr16:24850224-24854968
M02774,chr16:24850224-24854968
M02789,chr16:24850224-24854968
M02835,chr16:24850224-24854968
M02878,chr16:24850224-24854968
M02893,chr16:24850224-24854968
M02939,chr16:24850224-24854968
M03155,chr16:24850224-24854968
M03560,chr16:24850224-24854968
M03794,chr16:24850224-24854968
M03829,chr16:24850224-24854968
M03857,chr16:24850224-24854968
M03888,chr16:24850224-24854968
M03905,chr16:24850224-24854968
M03930,chr16:24850224-24854968
M03955,chr16:24850224-24854968
M03964,chr16:24850224-24854968
M03975,chr16:24850224-24854968
M03976,chr16:24850224-24854968
M03988,chr16:24850224-24854968
M03989,chr16:24850224-24854968
M04003,chr16:24850224-24854968
M04056,chr16:24850224-24854968
M04099,chr16:24850224-24854968
M04100,chr16:24850224-24854968
M04106,chr16:24850224-24854968
M04107,chr16:24850224-24854968
M04108,chr16:24850224-24854968
M04431,chr16:24850224-24854968
M04432,chr16:24850224-24854968
M04630,chr16:24850224-24854968
M04633,chr16:24850224-24854968
M04729,chr16:24850224-24854968
M04924,chr16:24850224-24854968
M05489,chr16:24850224-24854968
M05603,chr16:24850224-24854968
M05713,chr16:24850224-24854968
M05714,chr16:24850224-24854968
M05946,chr16:24850224-24854968
M05962,chr16:24850224-24854968
M06019,chr16:24850224-24854968
M06021,chr16:24850224-24854968
M06042,chr16:24850224-24854968
M06043,chr16:24850224-24854968
M06044,chr16:24850224-24854968
M06048,chr16:24850224-24854968
M06049,chr16:24850224-24854968
M06051,chr16:24850224-24854968
M06084,chr16:24850224-24854968
M06946,chr16:24850224-24854968
M06950,chr16:24850224-24854968
M07046,chr16:24850224-24854968
M07088,chr16:24850224-24854968
M07089,chr16:24850224-24854968
M07124,chr16:24850224-24854968
M07128,chr16:24850224-24854968
M07207,chr16:24850224-24854968
M07242,chr16:24850224-24854968
M07260,chr16:24850224-24854968
M07276,chr16:24850224-24854968
M07284,chr16:24850224-24854968
M07292,chr16:24850224-24854968
M07305,chr16:24850224-24854968
M07344,chr16:24850224-24854968
M07345,chr16:24850224-24854968
M07351,chr16:24850224-24854968
M07357,chr16:24850224-24854968
M07382,chr16:24850224-24854968
M07411,chr16:24850224-24854968
M07433,chr16:24850224-24854968
M07604,chr16:24850224-24854968
M07605,chr16:24850224-24854968
M07968,chr16:24850224-24854968
M07969,chr16:24850224-24854968
M08008,chr16:24850224-24854968
M08281,chr16:24850224-24854968
M08282,chr16:24850224-24854968
M08283,chr16:24850224-24854968
M08284,chr16:24850224-24854968
M08285,chr16:24850224-24854968
M08289,chr16:24850224-24854968
M08445,chr16:24850224-24854968
M08468,chr16:24850224-24854968
M08469,chr16:24850224-24854968
M08470,chr16:24850224-24854968
M08471,chr16:24850224-24854968
M08472,chr16:24850224-24854968
M08481,chr16:24850224-24854968
M08487,chr16:24850224-24854968
M08510,chr16:24850224-24854968
M08574,chr16:24850224-24854968
M08637,chr16:24850224-24854968
M08656,chr16:24850224-24854968
M08741,chr16:24850224-24854968
M08766,chr16:24850224-24854968
M08785,chr16:24850224-24854968
M08792,chr16:24850224-24854968
M08793,chr16:24850224-24854968
M08794,chr16:24850224-24854968
M08835,chr16:24850224-24854968
M08865,chr16:24850224-24854968
M08866,chr16:24850224-24854968
M08880,chr16:24850224-24854968
M08881,chr16:24850224-24854968
M08899,chr16:24850224-24854968
M08902,chr16:24850224-24854968
M08913,chr16:24850224-24854968
M08948,chr16:24850224-24854968
M08975,chr16:24850224-24854968
M09275,chr16:24850224-24854968
M09598,chr16:24850224-24854968
M09608,chr16:24850224-24854968
M09613,chr16:24850224-24854968
M09653,chr16:24850224-24854968
M09679,chr16:24850224-24854968
M09685,chr16:24850224-24854968
M09885,chr16:24850224-24854968
M09907,chr16:24850224-24854968
M09920,chr16:24850224-24854968
M09949,chr16:24850224-24854968
M09975,chr16:24850224-24854968
M10052,chr16:24850224-24854968
M10053,chr16:24850224-24854968
M10091,chr16:24850224-24854968
M10198,chr16:24850224-24854968
M10222,chr16:24850224-24854968
M10234,chr16:24850224-24854968
M10262,chr16:24850224-24854968
M10281,chr16:24850224-24854968
M10348,chr16:24850224-24854968
M10360,chr16:24850224-24854968
M00011,chr16:73321619-73323492
M00078,chr16:73321619-73323492
M00079,chr16:73321619-73323492
M00080,chr16:73321619-73323492
M00081,chr16:73321619-73323492
M00082,chr16:73321619-73323492
M00086,chr16:73321619-73323492
M00087,chr16:73321619-73323492
M00088,chr16:73321619-73323492
M00141,chr16:73321619-73323492
M00261,chr16:73321619-73323492
M00271,chr16:73321619-73323492
M00448,chr16:73321619-73323492
M00616,chr16:73321619-73323492
M00639,chr16:73321619-73323492
M00679,chr16:73321619-73323492
M00731,chr16:73321619-73323492
M00751,chr16:73321619-73323492
M00769,chr16:73321619-73323492
M00771,chr16:73321619-73323492
M00805,chr16:73321619-73323492
M00971,chr16:73321619-73323492
M00975,chr16:73321619-73323492
M00977,chr16:73321619-73323492
M00978,chr16:73321619-73323492
M00984,chr16:73321619-73323492
M01014,chr16:73321619-73323492
M01022,chr16:73321619-73323492
M01037,chr16:73321619-73323492
M01079,chr16:73321619-73323492
M01080,chr16:73321619-73323492
M01169,chr16:73321619-73323492
M01208,chr16:73321619-73323492
M01231,chr16:73321619-73323492
M01262,chr16:73321619-73323492
M01348,chr16:73321619-73323492
M01596,chr16:73321619-73323492
M01657,chr16:73321619-73323492
M01658,chr16:73321619-73323492
M01704,chr16:73321619-73323492
M01752,chr16:73321619-73323492
M01809,chr16:73321619-73323492
M01856,chr16:73321619-73323492
M01871,chr16:73321619-73323492
M01892,chr16:73321619-73323492
M01985,chr16:73321619-73323492
M02002,chr16:73321619-73323492
M02019,chr16:73321619-73323492
M02038,chr16:73321619-73323492
M02062,chr16:73321619-73323492
M02073,chr16:73321619-73323492
M02084,chr16:73321619-73323492
M02267,chr16:73321619-73323492
M02371,chr16:73321619-73323492
M02774,chr16:73321619-73323492
M02789,chr16:73321619-73323492
M02835,chr16:73321619-73323492
M02878,chr16:73321619-73323492
M02893,chr16:73321619-73323492
M02939,chr16:73321619-73323492
M03155,chr16:73321619-73323492
M03560,chr16:73321619-73323492
M03794,chr16:73321619-73323492
M03829,chr16:73321619-73323492
M03857,chr16:73321619-73323492
M03888,chr16:73321619-73323492
M03905,chr16:73321619-73323492
M03930,chr16:73321619-73323492
M03955,chr16:73321619-73323492
M03964,chr16:73321619-73323492
M03975,chr16:73321619-73323492
M03976,chr16:73321619-73323492
M03988,chr16:73321619-73323492
M03989,chr16:73321619-73323492
M04003,chr16:73321619-73323492
M04056,chr16:73321619-73323492
M04099,chr16:73321619-73323492
M04100,chr16:73321619-73323492
M04106,chr16:73321619-73323492
M04107,chr16:73321619-73323492
M04108,chr16:73321619-73323492
M04431,chr16:73321619-73323492
M04432,chr16:73321619-73323492
M04630,chr16:73321619-73323492
M04633,chr16:73321619-73323492
M04729,chr16:73321619-73323492
M04924,chr16:73321619-73323492
M05603,chr16:73321619-73323492
M05713,chr16:73321619-73323492
M05714,chr16:73321619-73323492
M05962,chr16:73321619-73323492
M06019,chr16:73321619-73323492
M06021,chr16:73321619-73323492
M06042,chr16:73321619-73323492
M06043,chr16:73321619-73323492
M06044,chr16:73321619-73323492
M06048,chr16:73321619-73323492
M06049,chr16:73321619-73323492
M06051,chr16:73321619-73323492
M06084,chr16:73321619-73323492
M06946,chr16:73321619-73323492
M06950,chr16:73321619-73323492
M07046,chr16:73321619-73323492
M07088,chr16:73321619-73323492
M07089,chr16:73321619-73323492
M07124,chr16:73321619-73323492
M07128,chr16:73321619-73323492
M07207,chr16:73321619-73323492
M07242,chr16:73321619-73323492
M07260,chr16:73321619-73323492
M07276,chr16:73321619-73323492
M07284,chr16:73321619-73323492
M07292,chr16:73321619-73323492
M07305,chr16:73321619-73323492
M07344,chr16:73321619-73323492
M07345,chr16:73321619-73323492
M07351,chr16:73321619-73323492
M07357,chr16:73321619-73323492
M07382,chr16:73321619-73323492
M07411,chr16:73321619-73323492
M07433,chr16:73321619-73323492
M07604,chr16:73321619-73323492
M07605,chr16:73321619-73323492
M07968,chr16:73321619-73323492
M07969,chr16:73321619-73323492
M08008,chr16:73321619-73323492
M08281,chr16:73321619-73323492
M08282,chr16:73321619-73323492
M08283,chr16:73321619-73323492
M08284,chr16:73321619-73323492
M08285,chr16:73321619-73323492
M08289,chr16:73321619-73323492
M08445,chr16:73321619-73323492
M08468,chr16:73321619-73323492
M08469,chr16:73321619-73323492
M08470,chr16:73321619-73323492
M08471,chr16:73321619-73323492
M08472,chr16:73321619-73323492
M08481,chr16:73321619-73323492
M08487,chr16:73321619-73323492
M08510,chr16:73321619-73323492
M08574,chr16:73321619-73323492
M08637,chr16:73321619-73323492
M08656,chr16:73321619-73323492
M08741,chr16:73321619-73323492
M08766,chr16:73321619-73323492
M08785,chr16:73321619-73323492
M08792,chr16:73321619-73323492
M08793,chr16:73321619-73323492
M08794,chr16:73321619-73323492
M08835,chr16:73321619-73323492
M08865,chr16:73321619-73323492
M08866,chr16:73321619-73323492
M08880,chr16:73321619-73323492
M08881,chr16:73321619-73323492
M08899,chr16:73321619-73323492
M08902,chr16:73321619-73323492
M08913,chr16:73321619-73323492
M08948,chr16:73321619-73323492
M08975,chr16:73321619-73323492
M09275,chr16:73321619-73323492
M09598,chr16:73321619-73323492
M09608,chr16:73321619-73323492
M09613,chr16:73321619-73323492
M09653,chr16:73321619-73323492
M09679,chr16:73321619-73323492
M09685,chr16:73321619-73323492
M09885,chr16:73321619-73323492
M09907,chr16:73321619-73323492
M09920,chr16:73321619-73323492
M09949,chr16:73321619-73323492
M09975,chr16:73321619-73323492
M10052,chr16:73321619-73323492
M10053,chr16:73321619-73323492
M10091,chr16:73321619-73323492
M10198,chr16:73321619-73323492
M10222,chr16:73321619-73323492
M10234,chr16:73321619-73323492
M10262,chr16:73321619-73323492
M10281,chr16:73321619-73323492
M10348,chr16:73321619-73323492
M10360,chr16:73321619-73323492
M00011,chr16:73355787-73356306
M00078,chr16:73355787-73356306
M00079,chr16:73355787-73356306
M00080,chr16:73355787-73356306
M00082,chr16:73355787-73356306
M00086,chr16:73355787-73356306
M00087,chr16:73355787-73356306
M00141,chr16:73355787-73356306
M00261,chr16:73355787-73356306
M00448,chr16:73355787-73356306
M00639,chr16:73355787-73356306
M00679,chr16:73355787-73356306
M00751,chr16:73355787-73356306
M00771,chr16:73355787-73356306
M00805,chr16:73355787-73356306
M00971,chr16:73355787-73356306
M00975,chr16:73355787-73356306
M00978,chr16:73355787-73356306
M01014,chr16:73355787-73356306
M01022,chr16:73355787-73356306
M01037,chr16:73355787-73356306
M01079,chr16:73355787-73356306
M01169,chr16:73355787-73356306
M01208,chr16:73355787-73356306
M01231,chr16:73355787-73356306
M01262,chr16:73355787-73356306
M01348,chr16:73355787-73356306
M01596,chr16:73355787-73356306
M01657,chr16:73355787-73356306
M01658,chr16:73355787-73356306
M01704,chr16:73355787-73356306
M01809,chr16:73355787-73356306
M01856,chr16:73355787-73356306
M02002,chr16:73355787-73356306
M02019,chr16:73355787-73356306
M02084,chr16:73355787-73356306
M02267,chr16:73355787-73356306
M02371,chr16:73355787-73356306
M02774,chr16:73355787-73356306
M02789,chr16:73355787-73356306
M02835,chr16:73355787-73356306
M02878,chr16:73355787-73356306
M02939,chr16:73355787-73356306
M03794,chr16:73355787-73356306
M03829,chr16:73355787-73356306
M03857,chr16:73355787-73356306
M03888,chr16:73355787-73356306
M03905,chr16:73355787-73356306
M03930,chr16:73355787-73356306
M03955,chr16:73355787-73356306
M03976,chr16:73355787-73356306
M03989,chr16:73355787-73356306
M04003,chr16:73355787-73356306
M04100,chr16:73355787-73356306
M04107,chr16:73355787-73356306
M04431,chr16:73355787-73356306
M04432,chr16:73355787-73356306
M04630,chr16:73355787-73356306
M04633,chr16:73355787-73356306
M04729,chr16:73355787-73356306
M04924,chr16:73355787-73356306
M05489,chr16:73355787-73356306
M05603,chr16:73355787-73356306
M05713,chr16:73355787-73356306
M05962,chr16:73355787-73356306
M06019,chr16:73355787-73356306
M06021,chr16:73355787-73356306
M06044,chr16:73355787-73356306
M06048,chr16:73355787-73356306
M06049,chr16:73355787-73356306
M06051,chr16:73355787-73356306
M06084,chr16:73355787-73356306
M07046,chr16:73355787-73356306
M07088,chr16:73355787-73356306
M07089,chr16:73355787-73356306
M07124,chr16:73355787-73356306
M07128,chr16:73355787-73356306
M07207,chr16:73355787-73356306
M07260,chr16:73355787-73356306
M07276,chr16:73355787-73356306
M07284,chr16:73355787-73356306
M07292,chr16:73355787-73356306
M07305,chr16:73355787-73356306
M07344,chr16:73355787-73356306
M07345,chr16:73355787-73356306
M07357,chr16:73355787-73356306
M07411,chr16:73355787-73356306
M07433,chr16:73355787-73356306
M07604,chr16:73355787-73356306
M07605,chr16:73355787-73356306
M07969,chr16:73355787-73356306
M08008,chr16:73355787-73356306
M08281,chr16:73355787-73356306
M08282,chr16:73355787-73356306
M08284,chr16:73355787-73356306
M08285,chr16:73355787-73356306
M08445,chr16:73355787-73356306
M08468,chr16:73355787-73356306
M08469,chr16:73355787-73356306
M08470,chr16:73355787-73356306
M08471,chr16:73355787-73356306
M08481,chr16:73355787-73356306
M08487,chr16:73355787-73356306
M08510,chr16:73355787-73356306
M08574,chr16:73355787-73356306
M08741,chr16:73355787-73356306
M08766,chr16:73355787-73356306
M08785,chr16:73355787-73356306
M08792,chr16:73355787-73356306
M08793,chr16:73355787-73356306
M08835,chr16:73355787-73356306
M08866,chr16:73355787-73356306
M08880,chr16:73355787-73356306
M08881,chr16:73355787-73356306
M08899,chr16:73355787-73356306
M08902,chr16:73355787-73356306
M08948,chr16:73355787-73356306
M08975,chr16:73355787-73356306
M09275,chr16:73355787-73356306
M09598,chr16:73355787-73356306
M09613,chr16:73355787-73356306
M09653,chr16:73355787-73356306
M09679,chr16:73355787-73356306
M09685,chr16:73355787-73356306
M09885,chr16:73355787-73356306
M09907,chr16:73355787-73356306
M09920,chr16:73355787-73356306
M09949,chr16:73355787-73356306
M09975,chr16:73355787-73356306
M10052,chr16:73355787-73356306
M10053,chr16:73355787-73356306
M10091,chr16:73355787-73356306
M10198,chr16:73355787-73356306
M10222,chr16:73355787-73356306
M10234,chr16:73355787-73356306
M10262,chr16:73355787-73356306
M10281,chr16:73355787-73356306
M10348,chr16:73355787-73356306
M10360,chr16:73355787-73356306
M00011,chr17:44747731-44752368
M00078,chr17:44747731-44752368
M00079,chr17:44747731-44752368
M00080,chr17:44747731-44752368
M00081,chr17:44747731-44752368
M00082,chr17:44747731-44752368
M00086,chr17:44747731-44752368
M00087,chr17:44747731-44752368
M00088,chr17:44747731-44752368
M00141,chr17:44747731-44752368
M00261,chr17:44747731-44752368
M00271,chr17:44747731-44752368
M00448,chr17:44747731-44752368
M00616,chr17:44747731-44752368
M00639,chr17:44747731-44752368
M00679,chr17:44747731-44752368
M00731,chr17:44747731-44752368
M00751,chr17:44747731-44752368
M00769,chr17:44747731-44752368
M00771,chr17:44747731-44752368
M00805,chr17:44747731-44752368
M00971,chr17:44747731-44752368
M00975,chr17:44747731-44752368
M00977,chr17:44747731-44752368
M00978,chr17:44747731-44752368
M00984,chr17:44747731-44752368
M01014,chr17:44747731-44752368
M01022,chr17:44747731-44752368
M01037,chr17:44747731-44752368
M01079,chr17:44747731-44752368
M01080,chr17:44747731-44752368
M01169,chr17:44747731-44752368
M01208,chr17:44747731-44752368
M01231,chr17:44747731-44752368
M01262,chr17:44747731-44752368
M01348,chr17:44747731-44752368
M01596,chr17:44747731-44752368
M01657,chr17:44747731-44752368
M01658,chr17:44747731-44752368
M01704,chr17:44747731-44752368
M01752,chr17:44747731-44752368
M01809,chr17:44747731-44752368
M01856,chr17:44747731-44752368
M01871,chr17:44747731-44752368
M01892,chr17:44747731-44752368
M01985,chr17:44747731-44752368
M02002,chr17:44747731-44752368
M02019,chr17:44747731-44752368
M02038,chr17:44747731-44752368
M02062,chr17:44747731-44752368
M02073,chr17:44747731-44752368
M02084,chr17:44747731-44752368
M02267,chr17:44747731-44752368
M02371,chr17:44747731-44752368
M02774,chr17:44747731-44752368
M02789,chr17:44747731-44752368
M02835,chr17:44747731-44752368
M02878,chr17:44747731-44752368
M02893,chr17:44747731-44752368
M02939,chr17:44747731-44752368
M03155,chr17:44747731-44752368
M03560,chr17:44747731-44752368
M03794,chr17:44747731-44752368
M03829,chr17:44747731-44752368
M03857,chr17:44747731-44752368
M03888,chr17:44747731-44752368
M03905,chr17:44747731-44752368
M03930,chr17:44747731-44752368
M03955,chr17:44747731-44752368
M03964,chr17:44747731-44752368
M03975,chr17:44747731-44752368
M03976,chr17:44747731-44752368
M03988,chr17:44747731-44752368
M03989,chr17:44747731-44752368
M04003,chr17:44747731-44752368
M04056,chr17:44747731-44752368
M04099,chr17:44747731-44752368
M04100,chr17:44747731-44752368
M04106,chr17:44747731-44752368
M04107,chr17:44747731-44752368
M04108,chr17:44747731-44752368
M04431,chr17:44747731-44752368
M04432,chr17:44747731-44752368
M04630,chr17:44747731-44752368
M04633,chr17:44747731-44752368
M04729,chr17:44747731-44752368
M04924,chr17:44747731-44752368
M05489,chr17:44747731-44752368
M05603,chr17:44747731-44752368
M05713,chr17:44747731-44752368
M05714,chr17:44747731-44752368
M05946,chr17:44747731-44752368
M05962,chr17:44747731-44752368
M06019,chr17:44747731-44752368
M06021,chr17:44747731-44752368
M06042,chr17:44747731-44752368
M06043,chr17:44747731-44752368
M06044,chr17:44747731-44752368
M06048,chr17:44747731-44752368
M06049,chr17:44747731-44752368
M06051,chr17:44747731-44752368
M06084,chr17:44747731-44752368
M06946,chr17:44747731-44752368
M06950,chr17:44747731-44752368
M07046,chr17:44747731-44752368
